,date,user_country,user_city,store_name,store_lat,store_lon,dfee,distance
214,2022-01-23,hr,City of Zagreb,Puž Muž,45.8026961,15.9674621,8.0,1.0325614298048056
215,2022-01-23,hr,City of Zagreb,Burger Station ,45.8058706,15.9841729,8.0,0.32111418517436013
216,2022-01-23,hr,City of Zagreb,OAZA Joyful Kitchen,45.81420259391279,15.975734244184439,8.0,0.9969989612824446
217,2022-01-23,hr,City of Zagreb,Bistro Helios,45.7988807,15.9647942,8.0,1.40759955847617
218,2022-01-23,hr,City of Zagreb,Naša priča,45.8153094,15.993207,8.0,1.473869377172563
219,2022-01-23,hr,City of Zagreb,Catering Kralj Krešimir,45.8084893,15.9927455,8.0,1.0313838899460872
220,2022-01-23,hr,City of Zagreb,Bombay Grill,45.8178041,15.9762841,8.0,1.3713705761437018
221,2022-01-23,hr,City of Zagreb,Mrvica Grill Branimirac,45.8068486,15.9917331,8.0,0.9151644346674418
222,2022-01-23,hr,City of Zagreb,Vagabund,45.81379829999999,15.9920268,8.0,1.290274413407842
223,2022-01-23,hr,City of Zagreb,Pizzeria Lira,45.811315,15.9765268,8.0,0.6755752697556712
224,2022-01-23,hr,City of Zagreb,Restoran Butler,45.803192,15.997577,8.0,1.3897710668847891
225,2022-01-23,hr,City of Zagreb,Centro Restaurant,45.813287571039936,15.985171794891357,8.0,0.9276643064745389
226,2022-01-23,hr,City of Zagreb,Slastičarnica Krokant,45.76404040000001,16.0023351,22.0,4.951880000616946
227,2022-01-23,hr,City of Zagreb,Foodie - Cvjetni,45.8124469,15.9737412,8.0,0.889998288491528
228,2022-01-23,hr,City of Zagreb,Rusko Bistro,45.8133823,15.9806136,8.0,0.8495363160365259
229,2022-01-23,hr,City of Zagreb,Mex - Cvjetni,45.8124469,15.9737412,8.0,0.889998288491528
230,2022-01-23,hr,City of Zagreb,Bistrot Aria,45.7963445,15.9664502,8.0,1.4850496028622115
231,2022-01-23,hr,City of Zagreb,Sindikat Food club by Tvornica kulture,45.80854735192767,15.992091280206,8.0,0.9850435782363514
232,2022-01-23,hr,City of Zagreb,Hemingway Bar & Bistrot,45.8100086,15.9709457,8.0,0.8487918238997662
233,2022-01-23,hr,City of Zagreb,Revolucija drinks & bites,45.8127208,15.9738674,8.0,0.9104518144145849
234,2022-01-23,hr,City of Zagreb,Bistro Market,45.81122360862746,15.972278416156769,8.0,0.8553447004496136
235,2022-01-23,hr,City of Zagreb,Burger Bar - Zavrtnica,45.80760027223144,15.999883711338045,10.0,1.5526323846233847
236,2022-01-23,hr,City of Zagreb,Žiraffa,45.812331489471624,15.982297741705247,8.0,0.7522168607619915
237,2022-01-23,hr,City of Zagreb,OMMA 한식당 . Korejski Restoran,45.80261920221672,15.969454050064087,8.0,0.8915061086693199
238,2022-01-23,hr,City of Zagreb,Kuhacha - domaća kuhinja,45.81281645592195,15.97499817609787,8.0,0.8771336475962362
239,2022-01-23,hr,City of Zagreb,Sofra - Borovje,45.7890533,16.0113358,16.0,3.0566947521920667
240,2022-01-23,hr,City of Zagreb,Kebab Paradise,45.81590030641484,16.000996828079224,10.0,1.9785379345566498
